article1_id,article2_id,score
84,85,0.8325394988059998
71,33,0.8296234607696533
32,59,0.8004811406135559
56,4,0.6811825037002563
93,36,0.7567094564437866
11,92,0.8923389911651611
91,92,0.8653332591056824
7,35,0.7422500848770142
60,40,0.7482138276100159
26,90,0.8604898452758789
39,67,0.7355377078056335
72,58,0.7560662627220154
3,59,0.6599541902542114
78,45,0.9003702998161316
1,70,0.8107603192329407
74,83,0.7371511459350586
78,16,0.7405439019203186
25,39,0.7819678783416748
77,65,0.7365162968635559
33,85,0.8172138333320618
35,8,0.8715946674346924
59,66,0.7576647400856018
67,78,0.8396110534667969
75,12,0.7061325907707214
87,49,0.7143505811691284
34,77,0.8397445678710938
52,86,0.720230221748352
11,67,0.8994932770729065
53,88,0.65696781873703
53,73,0.6941481232643127
31,47,0.7861095666885376
73,5,0.8765415549278259
0,68,0.7765939831733704
37,70,0.7026888728141785
76,18,0.7051666975021362
26,84,0.8093429803848267
43,61,0.7083946466445923
42,29,0.850330114364624
51,74,0.6749649047851562
64,62,0.8131171464920044
89,23,0.9023827910423279
46,25,0.884776771068573
10,55,0.8170715570449829
51,87,0.7455920577049255
9,78,0.875800609588623
88,55,0.8172643780708313
62,59,0.6981156468391418
13,43,0.825782299041748
79,68,0.7141830325126648
18,34,0.8226693272590637
76,14,0.7190979719161987
36,38,0.850369393825531
89,62,0.7606630921363831
92,69,0.8626631498336792
69,68,0.8324177265167236
83,84,0.856048047542572
28,47,0.8008496761322021
10,3,0.6811847686767578
42,5,0.8041630983352661
19,58,0.8323631286621094
90,13,0.7831792235374451
41,71,0.8052651286125183
18,22,0.775939404964447
58,59,0.8010675311088562
22,78,0.7723972797393799
12,56,0.9283453226089478
19,5,0.7674197554588318
71,10,0.7912667393684387
8,38,0.7995761036872864
67,37,0.7984602451324463
25,18,0.8783412575721741
3,81,0.8465687036514282
5,60,0.7225146889686584
47,82,0.7420456409454346
44,93,0.6224359273910522
14,62,0.8077996373176575
86,52,0.720230221748352
2,17,0.8028444647789001
21,85,0.8032142519950867
1,62,0.8350306749343872
53,16,0.8209004402160645
42,2,0.8260229229927063
22,1,0.7665772438049316
79,75,0.6731774210929871
79,9,0.7040145993232727
64,34,0.8646408319473267
62,6,0.7412967085838318
87,5,0.75987708568573
57,45,0.8321487307548523
5,35,0.6941739320755005
64,8,0.7589825987815857
27,42,0.8842499256134033
74,62,0.8077645301818848
90,33,0.8589699268341064
85,55,0.8562884330749512
44,55,0.774773895740509
76,77,0.7371861338615417
73,61,0.6726194024085999
74,54,0.7743673920631409
77,82,0.7258960604667664
53,5,0.7289470434188843
19,93,0.7200415730476379
54,46,0.8192837238311768
82,79,0.6356335282325745
64,85,0.8760898113250732
19,48,0.7324013113975525
27,73,0.8387766480445862
61,7,0.739013135433197
71,58,0.8005970120429993
28,74,0.8644395470619202
69,52,0.819745659828186
29,21,0.7907090187072754
68,62,0.8728451728820801
51,28,0.7100601196289062
13,89,0.8166415691375732
79,44,0.6014288067817688
8,50,0.8148537874221802
68,76,0.7758884429931641
57,77,0.8737963438034058
66,34,0.8461396098136902
18,52,0.8207923769950867
88,82,0.7671421766281128
55,66,0.8707805871963501
2,86,0.8121550679206848
57,88,0.8216163516044617
75,51,0.6798539161682129
6,31,0.7776215076446533
60,14,0.7883284687995911
8,66,0.8030205965042114
33,62,0.7172092795372009
55,30,0.7593603730201721
33,83,0.8552911877632141
15,55,0.7628308534622192
4,51,0.6568297147750854
63,10,0.7174584865570068
11,39,0.7299449443817139
64,38,0.8618106245994568
8,60,0.7849709987640381
26,7,0.8686115741729736
40,19,0.8231696486473083
16,70,0.7795131802558899
82,94,0.6873490214347839
68,5,0.7965584993362427
91,70,0.8162778615951538
0,25,0.8292533755302429
1,38,0.8764523267745972
3,51,0.6944291591644287
41,45,0.8674971461296082
18,41,0.8332734107971191
94,67,0.7516061067581177
84,78,0.8366121649742126
13,27,0.847542405128479
80,53,0.7849969863891602
55,12,0.8839117288589478
20,40,0.7985020279884338
90,78,0.8526473045349121
3,71,0.7230521440505981
6,84,0.7922284007072449
33,79,0.7175929546356201
11,79,0.7296939492225647
53,54,0.770175576210022
48,74,0.812405526638031
46,54,0.8192837238311768
30,92,0.719027042388916
18,65,0.7001882195472717
44,43,0.7098153233528137
62,90,0.7448838353157043
54,90,0.7804418206214905
29,74,0.7344670295715332
87,18,0.7966899871826172
52,9,0.8082772493362427
56,31,0.8292616009712219
4,61,0.7927141189575195
